Miss (BE);['Miss']
to whisper;['whisper']
What's wrong?;"['What', ""'s"", 'wrong', '?']"
outside;['outside']
to muck sth up (informal);['muck', 'sth', 'up']
to smile (at);['smile']
arrogant;['arrogant']
emotion;['emotion']
to clap;['clap']
to give sb the thumbs down;['give', 'sb', 'the', 'thumb', 'down']
back;['back']
to stammer;['stammer']
twice;['twice']
to remember;['remember']
competition;['competition']
spelling (no pl);['spelling']
card;['card']
to smile;['smile']
to move;['move']
pile;['pile']
to turn sth upside down;['turn', 'sth', 'upside', 'down']
player;['player']
to trick sb out (of sth);['trick', 'sb', 'out']
to tell a sob story (informal);['tell', 'a', 'sob', 'story']
at least;['at', 'least']
everyone else;['everyone', 'else']
someone else;['someone', 'else']
to be around;['be', 'around']
to be fed up with sb/sth (informal);['be', 'fed', 'up', 'with', 'sb']
to pretend;['pretend']
to lose;['lose']
choice;['choice']
to keep cool;['keep', 'cool']
loser;['loser']
to take over;['take', 'over']
boo!;['boo', '!']
the one;['the', 'one']
Going green;['Going', 'green']
mill;['mill']
to divide into;['divide', 'into']
report;['report']
fashion;['fashion']
environment (no pl);['environment']
planet;['planet']
plastic;['plastic']
handprint;['handprint']
to make a pledge;['make', 'a', 'pledge']
solar;['solar']
energy (no pl);['energy']
to donate;['donate']
solar panel;['solar', 'panel']
to take a step;['take', 'a', 'step']
field study;['field', 'study']
forest;['forest']
exercise;['exercise']
to turn out;['turn', 'out']
stay;['stay']
combination;['combination']
fieldwork;['fieldwork']
to study;['study']
wildlife (no pl);['wildlife']
plant;['plant']
Take notes.;['Take', 'note', '.']
to take notes;['take', 'note']
headline;['headline']
entertaining;['entertaining']
to refer (back) to;['refer', 'to']
to protect;['protect']
to recycle;['recycle']
to turn off;['turn', 'off']
that day;['that', 'day']
bike doctor;['bike', 'doctor']
to leave on standby;['leave', 'on', 'standby']
to throw (away);['throw']
be allowed to do sth;['be', 'allowed', 'to', 'do', 'sth']
to take a break;['take', 'a', 'break']
to finish;['finish']
to do the washing-up (BE);['do', 'the', 'washing-up']
Congratulations!;['Congratulations', '!']
may;['may']
advice (no pl);['advice']
chewing gum (no pl);['chewing', 'gum']
striped;['striped']
shirt;['shirt']
to vote for sb/sth;['vote', 'for', 'sb']
super (informal);['super']
to make a fool of sb/oneself;['make', 'a', 'fool', 'of', 'sb']
to cover;['cover']
topic;['topic']
transport (no pl);['transport']
waste (no pl);['waste']
glass (no pl);['glass']
product;['product']
less;['le']
packaging (no pl);['packaging']
to compost;['compost']
organic waste;['organic', 'waste']
to mention;['mention']
lunch break;['lunch', 'break']
behaviour (no pl);['behaviour']
to keep warm;['keep', 'warm']
central heating (no pl);['central', 'heating']
to plant;['plant']
to be off;['be', 'off']
they'll (= they will);"['they', ""'ll""]"
toothbrush;['toothbrush']
soap;['soap']
alcohol (no pl);['alcohol']
to collect;['collect']
pocket money;['pocket', 'money']
Yours sincerely;['Yours', 'sincerely']
to convince;['convince']
to give away;['give', 'away']
to pinch;['pinch']
anyway;['anyway']
front (no pl);['front']
to wake up;['wake', 'up']
Get off!;['Get', 'off', '!']
to fall down;['fall', 'down']
to put up;['put', 'up']
Hurry up!;['Hurry', 'up', '!']
to stand up;['stand', 'up']
to hold up;['hold', 'up']
bin;['bin']
to go red;['go', 'red']
to walk up to sb;['walk', 'up', 'to', 'sb']
to play a trick on sb;['play', 'a', 'trick', 'on', 'sb']
to leave sb alone;['leave', 'sb', 'alone']
to bully;['bully']
overtake;['overtake']
rowing (no pl);['rowing']
health (no pl);['health']
up and down;['up', 'and', 'down']
second;['second']
to be out of/short of breath;['be', 'out', 'of', 'of', 'breath']
to touch;['touch']
stairs;['stair']
a little;['a', 'little']
to balance;['balance']
press-up (BE);['press-up']
hardly;['hardly']
mostly;['mostly']
to keep up;['keep', 'up']
to cycle;['cycle']
Oh dear! (informal);['Oh', 'dear', '!']
sports (AE, pl);['sport', 'AE', ',']
Say why.;['Say', 'why', '.']
to score (a goal);['score']
to leave;['leave']
to stand;['stand']
to pull;['pull']
to shoot;['shoot']
all around;['all', 'around']
ground;['ground']
yard;['yard']
to get set;['get', 'set']
net;['net']
roar (no pl);['roar']
to argue (about);['argue']
to fall down;['fall', 'down']
to catch;['catch']
to chase;['chase']
toward(s);['toward']
to stick out;['stick', 'out']
tongue;['tongue']
flag;['flag']
to hold;['hold']
to bleed;['bleed']
ground;['ground']
waiting room;['waiting', 'room']
mystery;['mystery']
to solve;['solve']
to make up;['make', 'up']
unconscious;['unconscious']
changing room;['changing', 'room']
to lock;['lock']
to miss;['miss']
cyclist;['cyclist']
to break one's arm;"['break', 'one', ""'s"", 'arm']"
victim;['victim']
witness;['witness']
most;['most']
to dislike;['dislike']
to compete;['compete']
against;['against']
successful;['successful']
cup;['cup']
to battle (out);['battle']
to break;['break']
the furthest;['the', 'furthest']
neck and neck;['neck', 'and', 'neck']
to depend (on);['depend']
to be in the lead;['be', 'in', 'the', 'lead']
to overtake;['overtake']
to gain;['gain']
as usual;['a', 'usual']
competitive;['competitive']
serious;['serious']
outstanding;['outstanding']
to train;['train']
to promise;['promise']
victory;['victory']
confident;['confident']
to chant;['chant']
nothing;['nothing']
enthusiastic;['enthusiastic']
loudspeaker;['loudspeaker']
rather;['rather']
pale;['pale']
to join;['join']
starting line;['starting', 'line']
to cross one's fingers for luck;"['cross', 'one', ""'s"", 'finger', 'for', 'luck']"
to come on;['come', 'on']
On your marks, get set, go!;['On', 'your', 'mark', ',', 'get', 'set', ',', 'go', '!']
mad;['mad']
dramatic;['dramatic']
Typical! (informal);['Typical', '!']
to hug;['hug']
impatient;['impatient']
to announce;['announce']
to pronounce;['pronounce']
stress;['stress']
became;['became']
chant;['chant']
rhyming;['rhyming']
to repeat;['repeat']
to defeat;['defeat']
to improve;['improve']
thought;['thought']
opinion;['opinion']
point of view;['point', 'of', 'view']
ambitious;['ambitious']
frustrated;['frustrated']
determined;['determined']
jealous;['jealous']
emotional;['emotional']
golf;['golf']
to be on the move (irr);['be', 'on', 'the', 'move']
agony aunt;['agony', 'aunt']
kind;['kind']
might;['might']
to get married (irr), to marry;['get', 'married', ',', 'to', 'marry']
to split up (irr);['split', 'up']
boyfriend;['boyfriend']
to meet (irr);['meet']
Welshman;['Welshman']
Yours;['Yours']
miserable;['miserable']
selfish;['selfish']
desperate;['desperate']
you see;['you', 'see']
to support;['support']
to fall in love (with sb) (irr);['fall', 'in', 'love', 'with', 'sb']
to hang out with sb (irr);['hang', 'out', 'with', 'sb']
to make sb do sth (irr);['make', 'sb', 'do', 'sth']
heartbroken;['heartbroken']
to forget about sth/sb (irr);['forget', 'about', 'sth']
obviously;['obviously']
on the one hand … on the other hand;['on', 'the', 'one', 'hand', 'on', 'the', 'other', 'hand']
choice;['choice']
character;['character']
guess;['guess']
sense;['sense']
to think of (irr);['think', 'of']
following;['following']
helpful;['helpful']
amusing;['amusing']
to scan (for);['scan']
to drop a bombshell (informal);['drop', 'a', 'bombshell']
to move house/home;['move', 'house']
to move;['move']
visit;['visit']
pancake;['pancake']
maple syrup (no pl);['maple', 'syrup']
to turn on;['turn', 'on']
smile;['smile']
to fight back (irr);['fight', 'back']
tear;['tear']
to suggest;['suggest']
to slam the door shut;['slam', 'the', 'door', 'shut']
to take a deep breath (irr);['take', 'a', 'deep', 'breath']
to feel for sb (irr);['feel', 'for', 'sb']
to expect/to have a baby;['expect', 'have', 'a', 'baby']
to share;['share']
disappointment;['disappointment']
to kiss;['kiss']
cheek;['cheek']
to turn away;['turn', 'away']
even if;['even', 'if']
relieved;['relieved']
to correct;['correct']
criterion (pl criteria);['criterion', 'criterion']
action;['action']
impression;['impression']
to illustrate;['illustrate']
simple;['simple']
to feel like doing sth (irr);['feel', 'like', 'doing', 'sth']
to break down (irr);['break', 'down']
to belong;['belong']
to feel lost (irr);['feel', 'lost']
edge;['edge']
not ... either;['not', 'either']
guy (informal);['guy']
I don't care;"['I', 'do', ""n't"", 'care']"
reasonable;['reasonable']
flat;['flat']
to leave sb behind (irr);['leave', 'sb', 'behind']
to accept;['accept']
change;['change']
background;['background']
to expect;['expect']
to take turns (irr);['take', 'turn']
survey;['survey']
farewell;['farewell']
to work out;['work', 'out']
puppy;['puppy']
I got your point;['I', 'got', 'your', 'point']
file;['file']
to come up with sth (irr);['come', 'up', 'with', 'sth']
to express;['express']
last;['last']
to feel sorry (irr);['feel', 'sorry']
sweet;['sweet']
whether;['whether']
upbeat;['upbeat']
depressed;['depressed']
catchy;['catchy']
powerful;['powerful']
to sign;['sign']
BFF (= best friends forever);['BFF']
ground;['ground']
to be out of sth (irr);['be', 'out', 'of', 'sth']
earth (no pl);['earth']
to hang on (irr);['hang', 'on']
to upload;['upload']
brave;['brave']
fight;['fight']
over;['over']
autograph;['autograph']
the latest ...;['the', 'latest']
uncomfortable;['uncomfortable']
float;['float']
to take off (irr);['take', 'off']
memory;['memory']
to compliment sb;['compliment', 'sb']
particular;['particular']
no longer;['no', 'longer']
to make up (irr);['make', 'up']
mile;['mile']
population (no pl);['population']
motorway;['motorway']
lake;['lake']
to go for a walk (irr);['go', 'for', 'a', 'walk']
walk;['walk']
location;['location']
by the sea;['by', 'the', 'sea']
west;['west']
to rise (irr);['rise']
high street;['high', 'street']
region;['region']
decision;['decision']
day school;['day', 'school']
housemother, housefather, houseparents (only pl);['housemother', ',', 'housefather', ',', 'houseparents', 'only']
per;['per']
fee;['fee']
term;['term']
sports field;['sport', 'field']
atmosphere;['atmosphere']
dorm (= dormitory) (informal);['dorm', '=', 'dormitory']
form;['form']
single;['single']
double;['double']
to make the most of sth (irr);['make', 'the', 'most', 'of', 'sth']
annual;['annual']
selection;['selection']
scholarship;['scholarship']
headmaster;['headmaster']
to prefer;['prefer']
suitable;['suitable']
to have a look at … (irr);['have', 'a', 'look', 'at']
pal (informal);['pal']
like crazy (informal);['like', 'crazy']
actually;['actually']
fault;['fault']
fab (= fabulous) (informal);['fab', '=', 'fabulous']
to make friends (with sb) (irr);['make', 'friend', 'with', 'sb']
credit (no pl);['credit']
statement;['statement']
player;['player']
serious;['serious']
to earn;['earn']
to ground;['ground']
forward(s);['forward']
backwards;['backwards']
tackling (no pl);['tackling']
scrum;['scrum']
guard;['guard']
generous;['generous']
to give sb a hug (irr);['give', 'sb', 'a', 'hug']
if only;['if', 'only']
assessment (no pl);['assessment']
to study;['study']
studies (only pl);['study', 'only']
stuff (no pl, informal);['stuff', ',', 'informal']
glad;['glad']
personal;['personal']
formal;['formal']
informal;['informal']
incomplete;['incomplete']
exclamation;['exclamation']
to pass;['pas']
hope;['hope']
worry;['worry']
to survive;['survive']
posh (informal);['posh']
luckily;['luckily']
to take (irr);['take']
to concentrate;['concentrate']
to spot;['spot']
rich;['rich']
to attach;['attach']
daily timetable;['daily', 'timetable']
arrival;['arrival']
registration;['registration']
tutor;['tutor']
assembly;['assembly']
period;['period']
break;['break']
to depart;['depart']
prep (no pl);['prep']
to count;['count']
since;['since']
choice;['choice']
GCSE (= General Certificate of Secondary Education);['GCSE']
A level;['A', 'level']
kayaking (no pl);['kayaking']
to wonder;['wonder']
to afford sth;['afford', 'sth']
I'd rather (= I would rather);"['I', ""'d"", 'rather']"
line;['line']
mixed;['mixed']
to realize;['realize']
to turn sth upside down;['turn', 'sth', 'upside', 'down']
to leave out (irr);['leave', 'out']
to rewrite (irr);['rewrite']
to comfort;['comfort']
view;['view']
to exchange;['exchange']
to raise;['raise']
motivated;['motivated']
sponsored;['sponsored']
run;['run']
hospice;['hospice']
awareness (no pl);['awareness']
meaningful;['meaningful']
runner;['runner']
challenging;['challenging']
link;['link']
starting point;['starting', 'point']
aim;['aim']
community;['community']
to build (irr);['build']
local;['local']
brick;['brick']
journey;['journey']
wilderness;['wilderness']
typical (of);['typical']
bivvy (= bivouac sack) (informal);['bivvy', '=', 'bivouac', 'sack']
beauty (no pl);['beauty']
condition;['condition']
Northern Lights (only pl);['Northern', 'Lights', 'only']
sled;['sled']
to turn;['turn']
so that;['so', 'that']
to argue (about);['argue']
Brit (informal);['Brit']
truth (no pl);['truth']
legend;['legend']
the BBC (= British Broadcasting Corporation);['the', 'BBC']
series (only pl);['series', 'only']
enemy;['enemy']
to allow;['allow']
to appear;['appear']
to control;['control']
conflict;['conflict']
object;['object']
creature;['creature']
description;['description']
to name;['name']
Norman;['Norman']
the Norman Conquest;['the', 'Norman', 'Conquest']
to capture;['capture']
brother-in-law;['brother-in-law']
as soon as;['a', 'soon', 'a']
to rescue;['rescue']
to make a promise (irr);['make', 'a', 'promise']
to ache;['ache']
meanwhile;['meanwhile']
to march;['march']
to defeat;['defeat']
to turn around;['turn', 'around']
to return;['return']
after;['after']
to teach (irr);['teach']
to publish;['publish']
to highlight;['highlight']
virgin;['virgin']
born;['born']
childhood (no pl);['childhood']
to have sth done (irr);['have', 'sth', 'done']
to be displeased (irr);['be', 'displeased']
to succeed;['succeed']
heir;['heir']
to execute;['execute']
to raise;['raise']
educated;['educated']
society;['society']
death (no pl);['death']
period;['period']
age;['age']
to rule;['rule']
influence (no pl);['influence']
drama (no pl);['drama']
fashion;['fashion']
politics (only pl);['politics', 'only']
to lead (irr);['lead']
to plot;['plot']
to lock away;['lock', 'away']
to research;['research']
to simplify;['simplify']
to rephrase;['rephrase']
to combine;['combine']
to shorten;['shorten']
unnecessary;['unnecessary']
order;['order']
meaning;['meaning']
French;['French']
prefix;['prefix']
suffix;['suffix']
legendary;['legendary']
literary;['literary']
surprising;['surprising']
pronunciation (no pl);['pronunciation']
cue;['cue']
pair;['pair']
to match sth to sth;['match', 'sth', 'to', 'sth']
dress;['dress']
summary;['summary']
performance;['performance']
to challenge;['challenge']
sword;['sword']
to declare;['declare']
to betray;['betray']
to crown;['crown']
bill;['bill']
peace (no pl);['peace']
to threaten;['threaten']
Roman;['Roman']
Catholic;['Catholic']
to blackmail;['blackmail']
definitely;['definitely']
No way!;['No', 'way', '!']
not mind doing sth;['not', 'mind', 'doing', 'sth']
to consider;['consider']
light-skinned;['light-skinned']
caption;['caption']
to discover;['discover']
Your Majesty;['Your', 'Majesty']
to disturb;['disturb']
cloaked;['cloaked']
figure;['figure']
to recognize;['recognize']
to replace (with);['replace']
servant;['servant']
at last;['at', 'last']
a piece of information;['a', 'piece', 'of', 'information']
scoundrel;['scoundrel']
completely;['completely']
to silence;['silence']
stage direction;['stage', 'direction']
terrified;['terrified']
to command;['command']
to beg;['beg']
to pay attention (irr);['pay', 'attention']
attention (no pl);['attention']
pace;['pace']
facial expression;['facial', 'expression']
time;['time']
to divide into;['divide', 'into']
to edit;['edit']
to keep sb posted (irr);['keep', 'sb', 'posted']
to connect;['connect']
to skim;['skim']
stepdad (informal);['stepdad']
to make fun of sb (irr);['make', 'fun', 'of', 'sb']
sis (= sister) (informal);['si', '=', 'sister']
OTW (= on the way) (informal);['OTW', '=', 'on', 'the', 'way']
cute;['cute']
cottage;['cottage']
countryside (no pl);['countryside']
wonder;['wonder']
out in the sticks (informal);['out', 'in', 'the', 'stick']
OMG (= oh my God);['OMG']
suntan lotion (no pl);['suntan', 'lotion']
to block;['block']
track;['track']
LOL (= laughing out loud);['LOL']
stay;['stay']
either ... or ...;['either', 'or']
feeling;['feeling']
close;['close']
relationship;['relationship']
complicated;['complicated']
post;['post']
to put sth on the line (irr);['put', 'sth', 'on', 'the', 'line']
in my opinion;['in', 'my', 'opinion']
doubt;['doubt']
What's got into ...? (informal);"['What', ""'s"", 'got', 'into', '?']"
Welshwoman;['Welshwoman']
joke;['joke']
to be the talk of the town (irr);['be', 'the', 'talk', 'of', 'the', 'town']
That's none of your business. (informal);"['That', ""'s"", 'none', 'of', 'your', 'business', '.']"
to be friends (with sb) (irr);['be', 'friend', 'with', 'sb']
to be in touch (with sb) (irr);['be', 'in', 'touch', 'with', 'sb']
to claim;['claim']
day in, day out;['day', 'in', ',', 'day', 'out']
to point out;['point', 'out']
to report;['report']
effect;['effect']
Valentine's Day;"['Valentine', ""'s"", 'Day']"
to get to know sb (irr);['get', 'to', 'know', 'sb']
confused;['confused']
to insist;['insist']
silent;['silent']
latest;['latest']
development;['development']
responsible;['responsible']
trouble (no pl);['trouble']
to introduce;['introduce']
social studies (only pl);['social', 'study', 'only']
to list;['list']
to keep sb up-to-date (irr);['keep', 'sb', 'up-to-date']
cause;['cause']
to join;['join']
separate;['separate']
sheet;['sheet']
username;['username']
control (no pl);['control']
roller coaster;['roller', 'coaster']
Valentine's card;"['Valentine', ""'s"", 'card']"
it says;['it', 'say']
to help oneself (to sth);['help', 'oneself']
yourself (pl yourselves);['yourself', 'yourselves']
himself;['himself']
itself;['itself']
themselves;['themselves']
to burn;['burn']
to wash;['wash']
to dress;['dress']
to reassure sb;['reassure', 'sb']
whether;['whether']
on one's own;"['on', 'one', ""'s"", 'own']"
to relax;['relax']
to turn up;['turn', 'up']
to appear;['appear']
irritated;['irritated']
amused;['amused']
to sympathize (with);['sympathize']
handwriting (no pl);['handwriting']
to solve;['solve']
What's wrong?;"['What', ""'s"", 'wrong', '?']"
to check in;['check', 'in']
ending;['ending']
storyline;['storyline']
spelling (no pl);['spelling']
diverse;['diverse']
to consider;['consider']
firstly;['firstly']
to be keen on sb/sth (informal) (irr);['be', 'keen', 'on', 'sb', 'informal']
medical;['medical']
dietary;['dietary']
to go skiing (irr);['go', 'skiing']
Asia;['Asia']
particularly;['particularly']
divorced;['divorced']
to be allergic to sth (irr);['be', 'allergic', 'to', 'sth']
custom;['custom']
to get on (with sb) (irr);['get', 'on', 'with', 'sb']
to be thirsty (irr);['be', 'thirsty']
to mean to do sth (irr);['mean', 'to', 'do', 'sth']
ought to do sth;['ought', 'to', 'do', 'sth']
spicy;['spicy']
tea bag;['tea', 'bag']
direct;['direct']
neither of ...;['neither', 'of']
misunderstanding;['misunderstanding']
expression;['expression']
combination;['combination']
Bengali;['Bengali']
line;['line']
balti (no pl);['balti']
fabric;['fabric']
once;['once']
elsewhere;['elsewhere']
brewery;['brewery']
independent;['independent']
business (no pl);['business']
type;['type']
bakery;['bakery']
paragraph;['paragraph']
tube;['tube']
embankment;['embankment']
escalator;['escalator']
bridge;['bridge']
artist;['artist']
statue;['statue']
fish and chips (no pl);['fish', 'and', 'chip']
cyclist;['cyclist']
to take a (closer) look at sth (irr);['take', 'a', 'closer', 'look', 'at', 'sth']
structure;['structure']
to be into sb/sth (informal, irr);['be', 'into', 'sb', 'informal', ',']
Formula 1 (no pl);['Formula', '1']
heptathlon (no pl);['heptathlon']
to compete;['compete']
career;['career']
Paralympics (only pl);['Paralympics', 'only']
in addition (to);['in', 'addition']
to be keen to do sth (irr);['be', 'keen', 'to', 'do', 'sth']
to continue doing sth/to do sth;['continue', 'doing', 'sth', 'do', 'sth']
to focus;['focus']
to be used to doing sth (irr);['be', 'used', 'to', 'doing', 'sth']
someone else;['someone', 'else']
warm-up;['warm-up']
World Cup (no pl);['World', 'Cup']
to fall asleep (irr);['fall', 'asleep']
bad;['bad']
the great outdoors;['the', 'great', 'outdoors']
to be set (irr);['be', 'set']
climate (no pl);['climate']
to explode;['explode']
oil rig;['oil', 'rig']
to provide;['provide']
to sink (irr);['sink']
foreground;['foreground']
left-hand;['left-hand']
right-hand;['right-hand']
bottom;['bottom']
to recommend;['recommend']
means (of);['mean']
travel (no pl);['travel']
travelling;['travelling']
fare;['fare']
one-way;['one-way']
average;['average']
by;['by']
indirect;['indirect']
service;['service']
via;['via']
change;['change']
destination;['destination']
payment;['payment']
duration (no pl);['duration']
single (ticket);['single']
comfortable;['comfortable']
to change;['change']
line;['line']
departure;['departure']
to reach;['reach']
return (ticket);['return']
to sum up;['sum', 'up']
perfume;['perfume']
final;['final']
call;['call']
to proceed;['proceed']
flight attendant;['flight', 'attendant']
to go red (irr);['go', 'red']
to be left (irr);['be', 'left']
empty;['empty']
unpleasant;['unpleasant']
playground;['playground']
proud;['proud']
uncertain;['uncertain']
ages (only pl, informal);['age', 'only', ',', 'informal']
neighbourhood;['neighbourhood']
to reduce;['reduce']
healthy;['healthy']
to plant;['plant']
to grow (irr);['grow']
to vandalize;['vandalize']
urban;['urban']
section;['section']
out and about;['out', 'and', 'about']
haggis (no pl);['haggis']
cathedral;['cathedral']
necropolis;['necropolis']
award;['award']
silver;['silver']
to volunteer;['volunteer']
physical;['physical']
residential;['residential']
conservation (no pl);['conservation']
charity;['charity']
rock climbing (no pl);['rock', 'climbing']
wheelchair;['wheelchair']
musical;['musical']
fine art (no pl);['fine', 'art']
to sail;['sail']
walking (no pl);['walking']
horse-riding (no pl);['horse-riding']
on foot;['on', 'foot']
hiking (no pl);['hiking']
bronze;['bronze']
canoe;['canoe']
bicycle;['bicycle']
on horseback;['on', 'horseback']
camp;['camp']
to hike;['hike']
camping (no pl);['camping']
GPS (= global positioning system);['GPS']
hike;['hike']
path;['path']
planning (no pl);['planning']
to paddle;['paddle']
simply;['simply']
to be/get sunburnt (irr);['be', 'sunburnt']
canoeing (no pl);['canoeing']
exhausted;['exhausted']
to slip;['slip']
to manage sth;['manage', 'sth']
to go wrong (irr);['go', 'wrong']
target;['target']
